label;text
Negative;"Görsele göre çok küçük;yumruk kadar. Parçalar kırılacak kadar ince; bu fiyata göre çok kalitesiz;(("
Negative;2 tane aldım Hiçbir faydası yok Boşuna para verip almayın
Positive;Hepsiburada ailesine teşekkür ederim. urunu cok cabuk bir sekilde elime ulastirdi.urun iyi fiatina gore
Neutral;rastgele ortalama erşim süresi 15 ms ye yakın..satın alacaklar diskin bu durumuna da dikkat edebilirler. diskin sade okuma hızının yüksek olması hızlı olması için yetmiyor.
Positive;Çok hızlı geldi,ürün mükemmel düşünmeden alabilirsiniz
Neutral;görüntüsü güzel ama ağır plastik kokuyor çocuğa vermedik iadeyle de uğrasmadık
Positive;3 çocuğum var ve 3ünde de prima kullandım. Başka bez kullanmak istedim ama bebeklerimin popoları kabul etmedi. İyiki varsın prima.
Negative;hayatımda bu kadar kötü tasarlanmış uygulama kullanmamışımdır.bir tane çark çevirebilmek için saatlarce çarkın yerini bulmaya çalıştım üstelik internet çekmediği için bir kez daha beklemek zorunda kaldım. uygulamanın reklam göstericeği zaman mğkemmel çalışmasıda var. tarifemden hiç memnun değilim internet hiçbir yerde çekmiyor. sürekli başkalarının internetine bağlanmak zorunda kalıyorum. internet kendi uygulamasını bile çalıştırmıyor. tarifem dolduğu gibi başka markaya geçiceğim
Positive;arkadaşlar eğer çay makinası arıyorsanız tam ürününe bakıyorsunuz özellikle ofis ortamı için mükemmel bir ürün demlik kullanımı mükemmel sürekli sıcak su hazırda bulunması ise oldukça harika hele ki canınız kahve çektiğinde
Neutral;Asıl ününü nesir tarzında eserler ile yapmıştır .
Positive;çok güzel renkleri çok şirin sık bi caydanlik çaydanlığın burnundaki ek yerinde çizgi vardı defolu gbi sanki
Negative;arkadaşlar ciddi anlamda söylüyorum asus g serisi intel 7700hq işlemciye sahibim fakat 1 derece bile fark ettirmiyor parasını kesinlikle hak etmiyor
Positive;Yıkama sonrası memnun kaldım başarılı
Positive;urun güzel tüm özellikler çalışıyor satıcı mağaza çok ilgili ürününün arkasında duruyor Yavuz Beye teşekkürler. Ürüne 5 mağazaya 10 yıldız:)Düşünmeden alın bu fiyata alınabilecek en iyi ürün parasını sonuna kadar hak ediyor.
Positive;Arkadaşlar ürünümü çok beğendim inanılmaz terletiyor hafif bir yürüyüşte bile ıslanmadık yerim kalmadı hatta paçalarımdan aktı bile diyebilirim Kumaşıda çok sağlam kesinlikle denemelisiniz Ürün elime 2 5 günde ulaştı çok memnunum
Positive;güzel ürün hızlı kargo, kaymaması süper bir özellik. köpeğim mama kabını tüm evde gezdirirdi.
Negative;Ekran da sorun var rengi koyu oluyor ekrandaki yazılar tamammen kayboluyorsamsung dan şaşmayın not 9 yada s9 plus alın...
Negative;Benfica ise katıldığı altıncı finalde dördüncü kez sahadan mağlup ayrıldı .
Neutral;Selamlar,Geniş tutularak yapılan enseye pres veya bench press hareketleri için alıyorsanız barın tutma mesafesi 120 cm lik barlarla hemen hemen aynı.Sadece uçlardan uzatmışlar.Ben 120 cm lik barla biceps triceps hareketleri yapıyordum. Enseye press için bu barı aldım. dediği gibi tutma mesafesi aynı.
Positive;Uygun fiyatlı bir vitamin stok yaptım
Negative;Sarji çok çabuk bitiyor. Kullanışsız. Aldık pişman olduk. Tavsiye etmiyorum.
Negative;Oğlu Phillip mafya işlerine hiç girmedi .
Negative;Küçük bir çocuğun eli dahi zor girecek büyüklükte bir ürün. Benim işime yaramadı.
Positive;Herkes şöyle olmuş böyle olmuş diyor Mementodan sonraki en iyi filmi bu Nolanın Ynai bence Nolan döktürmüş yine Gerçi filmin aklımda tam oturması için filmi iyice sindirmem için 1 2 defa daha izlemem gerekecek sanırım 10 10
Positive;Türk sinemasında İvedik tarzı filmlerin gişe rekoru kırmasını engelleyemeyiz belki ama kaliteli film yapılması için fırsat yaratabiliriz bu tür filmler elinde senaryasu ile kapı kapı dolaşan bir senaristin kaynak bulmaya çalışan bir yönetmenin sıkıntılarını yine bir tv şovu ile ayakta kaldığını anlatıyor Komedi ve gerilim biraraya gelmesi zor ancak başarılmış müzikler etkileyici Cemal Hünal oyunculuğu ısısız adamdan daha iyi Olağandışı durumlarda olağan ilişki ve insanların değişimi ile gerçek aşkı sorguluyoruz adı gibi canlı ama sade izlenmeli desteklenmeli
Neutral;Ve altyapı kariyerine burada devam etti .
Negative;gerçekten hiç gerilim-korku izlememiş olsam beğencem ama yok yani bu kadar boş ve sıradan bi film....tamamen zaman ve para kaybı.gitmeye izlemeye değmez...
Positive;tadı çok güzel bağımlı oldum
Negative;Su+ üzüm ve muzu doğrayamıyor alet çalkalamak için üretilmiş sanki
Negative;10 yıldır hepsiburadadan alışveriş yapıyorum ilk defa aldığım bu telefon hiç bir şekilde açılmadı ben de geri iade ettim umarım tez zaman da parayı iade ederlerki ben de yeni bir telefon alayım
Positive;Aldığım ürün gerçekten güzel çıktı Daha önce hiç alışveriş yapmamıştım arkadaşım sayesinde sizin sitenizden alışveriş yaptım ve gerçekten memnun kaldım
Positive;Cok guzel ve etkılı bır urun tabı dogru kullanımla gelen dambılların plakalarıyla uyumlu olursa cok guzel olucak kısa surede teslım aldım
Positive;Ürün oldukça iyi ve kullandığınızda akmıyor Ama kolayda çıkıyor Kirpikleri tane tane ayırıyor Ben çok memnun kaldım Teşekkürler hepsi burda com
Negative;benim laptop IPS panel olmasından mıdır nedir anlamadım Eski monitörümde 27inc philips IPS idi Bana Canlı Renkler gibi olayı pek yaşatmadı Bi Garip Olaylar
Negative;Aynı makinadan 2 defa aldım bahçem yaklaşık 50 metre olmasına rağmen en fazla 6 7 defa kullanabildim Tamirine götürdüğümde ise komple değişeceği söylendi ve sıfırı ile aynı fiyata geliyor Amaaaaan sakın almayın kesinlikle tavsiye etmiyorum verdiğiniz paraya yazık
Negative;kargoda çok ezilmiş ürün kullanılmış sandım bir pat pat sarılsa bu şekilde olmazdı hızlı kargo için tesekkürler
Neutral;UZUN YOL OLARAK DENEMEDİM UZUN YOLDA GECE DENİYECEĞİM YAKINDA İNŞAALLAH ESAS ONUN İÇİMN ALDIM AMA GÜZDÜZDE SARI RENKTENMİ NEDİR Bİ BAŞKA GÖRÜYO İNSAN:)
Positive;Ben bu kitabı okumuştum kitabı da vinci şifresinde sonra okudumtabii Beğendim ama melekler şeytanlar kadar değil tabii tavsiye ederimokuyun pişman olmazsınız
Negative;ürünün yere montajı için vidalarının olmaması normal ama kendi elemanlarının boru ile yan ayaklar ve sabitleme kısımı montajında kullanılacak vidaları somunları yok
Positive;film çok güzeldi tavsiye ederim
Positive;Kendievimetaktımkurulumukolay yalnizbenim gibimüstakilevdeoturuyorsanizevinizegelen su nunbasıncıazsapompalıbirmodelseçin
Positive;Beden diliyle ilgili bir çok kitap yazılmıştır,çok basit gibi görünsede beden dilimizi kullanmak bazen sözlü iletişimden daha iyi sonuçlar doğurabiliyor.Doğru beden dilimizi nasıl kullanmamız gerektiğini daha önceki benden dillerimizin ne anlama geldiğinibu kitaptan öğrenebilirsiniz,okumanızı tavsiye ederim.
Negative;ürün çocuk macunu olarak adlandırılmasına rağmen gonderilen ürün agartanin çocuk ürünü değil tadı ve kokusu dolayisiyla da çocukların kullanmak isteyecegi bir ürün değil agartanin cocuklara özel olan baska bir macunu var aslında bunun ismi değiştirilmeli cocuk macunu olan bu değil
Negative;Ürünün boyunu çok büyük. Birde kablo takınca dahada anlamsız hale geliyor. Kalitesi vs iyi ama ebatları daha uygun ürünler bulunmalı.
Positive;blade üçlemesinin ve batman beginsin senaristi david s goyerın yazıp yönettiği the ınvisible çok fazla birşey beklenmeden izlenebilecek bir film vasatın biraz üstünde o kadar demi mooreun başrollerinde olduğu ghost filminin gerilim versiyonu gibi birşey keyifle izleniyor ilk olarak war of the worldsde tom cruiseun oğlu rolünde izlediğim birkaç ay öncesinde ülkemize de gelmiş olan genç oyuncu justin chatwinin geleceği parlak gibi görünüyor
Negative;Bu ürün daha ilk piyasaya çıktığı andan beri dikkatimi çekiyordu. sırf denemek için aldım. Şöyle düşünün:1. Bu makine ince kalem pille çalışıyor.2. İnce kalem pille paylaşan bir araç ne kadar randımanlı olabilir?Asla yüksek bir performans beklemeyin. 1 saat bastırmadan beklerseniz ancak tabakayı temizler. Normal topuk taşının yaptığı işi 1 saatten yapıyor.
Neutral;Beşiktaş Jimnastik Kulübü ikinci başkanlığı yapmaktadır .
Negative;telefondan çıkan dilin neresi korkunç ya bence filmi yanlış kategoriye koymalılardı komedi filmlerinden bile komik
Negative;sakın ekranda cok küçük aklıyor almayın ben pişman oldum almayın
Positive;Güzel bir mama tavsiye derim.
Neutral;Ek olarak aşağıda belirtilmiştir .
Neutral;Ürünü jantlara sıktığınız zaman epeyce bir kirin lastklerden süzüldüğünü görüyorsunuz Yalnız ürünü janta sıkıp 5 10 dakika bekledikten sonra kesinlikle basınçlı su tutmanız lazım Evdeki hortumla su tutunca gitmiyor Tabi sonrada bir bezle parlatmak kalıyor
Negative;1 Yanında verilen mouse pad bardak altlığı dikkat çekmek için 1 yıl kadar kullandım ve memnun olmadım 2 Yanındaki kauçuklar 1 yıl kadar sonra eridi ve parmakların olduğu bölgede delik oluştu 3 Makro mouse diye tanıtılıyor ama makro bulmak çok zor 4 Makro atayacağınız tuşlar uzak ve yanlış yerde Minnacık eliniz yoksa bu tuşları kullanmak mümkün değil çünki bu tuşa geçeyim derken oyunda zaman kaybedip yanlış yapıyorsunuz Başka makro mouse tercih etmenizi tavsiye ederim
Negative;Çok basit ve küçük..
Negative;Kartonu yırtık şekilde nasıl gönderirsiniz aklım almadı yani
Negative;Bana mı denk geldi bilmiyorum ama, kitaplarda rahatsız edici, yoğun bir boya kokusu var. Umarım geçer.
Positive;ürünü daha öncede kullanmıştım, diğer markalara göre hem ucuz hem de dayanıklı ve kullanışlı. tavsiye ederim.
Positive;V8 şarjlı süpürgelerde 1 numaraya oturacak bir ürün Fiber başlıklı büyük uç halıya yapışmış saç kılı dahil hiçbir şey bırakmıyor Ancak açıklamadaki gibi şarjı maalesef 40dk sürmüyor Uç kısma takılan minik parçalar yaklaşık 40dk idare etse de büyük parçalar sadece 10dk anca dayanıyor Bütün evi aynı anda temizlemek mümkün değil Şarj süresi de uzun sürüyor maalesef Bir de dikkat ederseniz süpürgeyi tutma yeri hacimlice yani baza altlarına girmiyor Uzayabilen entegre bir hortum eklenebilirdi süpürgeye Tüm bu olumsuzluklarına rağmen de çok pratik bir süpürge Çok hızlı temizliyor bir kere geçtiğiniz yerden bir daha geçmenize gerek kalmıyor Küçük çocuğunuz varsa ani kirlenmelere hemen müdahale etmek açısından çok rahat Bir de kablo derdi olmadığından her yere portatif taşıyabiliyorsunuz Araba temizliğinde depratik Diğer dyson modellerinde büyük parçalar çekildiğinde tıkanmalara yol açtığı gibi olumsuzluklar okumuştum ancak bu süpürgede böyle bir sorun yaşamadım Süpürürken toz solumuyorsunuz Filtrelerini beğendim Temizlemesi de pratik ancak evin içinde değil de balkonda hazne boşaltmanızı tavsiye ederim Koca süpürgeyi taşı fişe tak aman bir yere çarpma derdi yok Ancak yine de tüm evi aynı anda süpürmede ve detay temizlikte yetersiz kalıyor İyi ki almışım diyorum ancak hala hacimli hantal süpürgeme ihtiyaç duyuyorum
Neutral;Ürolog İhsan hocanınbabası Hayreddin Karaman ile birlikte yazdığı bir eser
Negative;ürünü aldıktan 1 ay sonra dikkatli kullanmama rağmen plastiği açıldı sağa sola kum dökülmeye başladı pişman oldum alacağıma
Positive;Bu tarz kitaplara çok ihtiyaç var her kitaplıkta bulunmali
Negative;Zaman Kaybı Gereksizlik Derecesinde Kötü Bir Film
Negative;9 ayda bozuldu. Su almamaya başladı. İlk başlarda iyi gibiydi ısıyla ilgili sıkıntı yok zaten filtre kahve hiç bir zaman kaynar sıcaklıkta olmaz.
Positive;Ürün gayet kaliteli ve güzel ışık veriyor, LED kısmı olmasa da kablo bağlantıları dış ortama uygun değil. Fabrikasyon bir ürün değil istenilen boyda LED ler kesilip kablo bağlantısı ucuna eklenerek gönderiliyor. Bağlantılarında bulunan bantlar görüntüyü bozuyor. uıygulanacak yerde LED ve kablo görünmeyecekse kesinlikle ideal.
Positive;İkna konusunda çok kapsayıcı bir çalışma biraz eski tarihli olsa da konuya akademik anlamda ilgi duyanlar için dolu dolu ve öğretici bir kaynak Çevirisi de yeterince akıcı
Positive;orjinal bir ürün ve kaliteli
Positive;Ne harika bir tema diye düşündüm .
Negative;Uygulama yapmak zor.
Positive;kaliteli ve ucuz çantası da hediye
Neutral;Bunların tamamının üzerinde iki kat koruma katmanı bulunur .
Positive;Ürün gayet güzel Hızlı bir şekilde dilediğiniz incelikte öğütüyor Kapağını dikkatli açarsanız etrafa saçılma da olmuyor Az miktar öğütemiyor örneğin 15 gr kadar kaba şekilde bırakıyor ancak daha fazla koyduğunuzda çok ince bir öğütme yapıyor Ben çok memnunum
Negative;SANKİ KOKUSU KALICI DEĞİL GİBİME GELDİ.ÖNCEDEN KULLANDIĞIM BİR ÜRÜNDAHA KALICIYDI.AMA FİYATI İYİ
Negative;Uzay istasyonu gibi görsel dizi yanıltmasın.5 gh sinyal ve veri sorunu yaşatıyor.Torrent işi için alacaklara tavsiyem bulaşmayın. Sık sık bağlantı kesiliyor arayüze girmiyor. Veri tamamlandı mı devam mı ediyor bilmek imkansız. Özellikle Torrent için aldım ama pişman oldum. Yazılımı kötü geliştirme yok
Negative;Bölgede bir süre için düşük sismik tehlike olduğu düşünüldü .
Negative;Kesinlikle almayın. Hayatımda bu kadar berbat bir tat almadım. Şeker hariç herşeye benziyor tadı.
Positive;Hem tarihin sayfalarinda gezerken hemde bir erkegin askin pencesinde cektiklerini bu tehlikeli duygunun insani ne hale getirebilecegini goruyorsunuz Bunu okumadan ölen bir insan buyuk kayiptadir Kalemi o kadar guclu ki kitap bittiginde gozunuz bunun devami varmi diye arayisa giriyor Kesinlikle alin ve okuyun
Positive;Ürün 0 2 milimde beklediğim yakın traşı vermedi başlıkların açısı yanlış kalite hissiyatı çok yok ama işinizi görür
Neutral;Dünya’daki en eski şehirlerden biridir .
Negative;Bu paraya değmeyecek bir ürün. Ayrıca Taç cool max yatağıma küçük geldi.
Negative;Önce bir ses çıkarıyor laptobun kendi fanından daha sesli çalışıyor.SOrun bende mi yoksa arkdasların aldıgı daha mı sessiz bilemiyorum.Bu fiyata bu kadar olur heralde görnüşü güzel usb çıkış portu solda ona göre
Negative;hayatımda izlediğim en berbat filmlerdendi, halle, wills ve ribbs bu filme ne için dahil olmşlar anlamadım, sırdan 3 oyuncu olsa daha iyi olur en azından film berbat ama oyuncular için izlenir zihniyeti doğmazdı, burdaki yorumlara rağmen oyuncular hatrına izledim, 10 üzerinden sadece 1..
Neutral;Tok tutuyor ama zayıflamadım
Positive;kış yaklasiyor malum eger sizin de benim gibi üzerini uyurken açan bir bebeginiz varsa mutlaka alın ürünü Çok memnun kaldim ayni ısı ile uyuyor gece boyunca yeni doğum yapan arkadasima da aldim hatta
Neutral;Küçük ebatta
Neutral;İki tane kadınlar mahfili vardır .
Neutral;"Ayrıca farklı olarak ""iş sağlığı"" dersini almıştır ."
Negative;Ürünü büyük bir istekle aldım, gürültü önleme özelliği var yazıyordu fakat benim sesim hariç bütün sesleri karşıdakine iletiyor.Beklentimi karşılamadı, şarj süresi çok iyi 3 gün kullanıyorum müzik dinleyerek ancak konuşmalarda karşıya kendi sesiniz hariç bütün sesleri vermesi güzel değil lütfen ürünü tekrar kontrol edin.
Negative;Bu film nasıl bu kadar yüksek puan alıyor hayret...Beş para etmez ne senaryosu düzgün ne bir kurgu var filmde... Filmin sonunda yarım saatte gökyüzünden aşağı düşemedi...Gülmekten karnıma ağrı girdi...
Positive;kullanımı hem çok pratik hem de çok rahat kullan at olması ise süper temizlik yüzeyini çok çok iyi temizliyor beğendim
Positive;Bu üründen aldım kullandım memnun kaldım Arkadaşıma tavsiye ettim ancak ikinciye gelen ürünle ilk gelen ürün arasında hem ton hemfe kalite farkı çok bariz belliydi Tavsiye etmiyorum
Positive;Kargo süper hızlıydı 👍
Negative;Ürün görüntü olarak güzel lakin çok sesli çalışıyor
